Id,Name,Account_vod__c,Account_Type,Account_Specialty,Territory_vod__c,Country,Call_Date_vod__c,Call_Datetime_vod__c,Call_Type_vod__c,Call_Channel_vod__c,Status_vod__c,Detailed_Products_vod__c,Product_Priority,Sample_Dropped,Sample_Product_vod__c,Sample_Quantity_vod__c,Sample_Lot,Signature_Captured,Media_Shown,CLM_Key_Message_Count,Key_Message_Reaction,Next_Call_Notes_vod__c,Attendee_Count,Call_Duration_Minutes,Ownerid,Is_Parent_Call_vod__c,Unlock_vod__c,Mobile_Created_Datetime_vod__c,Created_By_Platform
a0B000000000000078,CALL-000078,001000000000000031,HCP,Cardiology,LATAM-BR-01,BR,2026-08-11,2026-08-11T16:38:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,No,,,,No,Pulmora Patient Case,5,Not Captured,Revisit key messages,1,42,005000000000000040,true,false,2026-08-11T16:38:00.000Z,Browser
a0B000000000000079,CALL-000079,001000000000000134,Hospital,Dermatology,LATAM-BR-01,BR,2026-08-18,2026-08-18T10:43:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Neurovia,Primary,Yes,Neurovia 10mg Sample,4,LOT-2026-08,Yes,Neurovia MoA Video,5,Positive,Follow up on sample feedback,1,37,005000000000000014,true,false,2026-08-18T10:43:00.000Z,iPad
a0B000000000000080,CALL-000080,001000000000000082,Hospital,Cardiology,EU-DACH-01,DE,2026-08-03,2026-08-03T13:25:00.000Z,Product Discussion,Face_to_Face_vod,Saved_vod,Oncaline,Tertiary,No,,,,No,Oncaline Phase III Data,2,Positive,Revisit key messages,1,40,005000000000000038,true,true,2026-08-03T13:25:00.000Z,iPad
a0B000000000000081,CALL-000081,001000000000000093,HCP,Cardiology,EU-ES-01,ES,2026-08-15,2026-08-15T12:59:00.000Z,Phone Call,Phone_vod,Saved_vod,Dermiq,Primary,Yes,Dermiq 10mg Sample,4,LOT-2025-09,No,None,0,,Follow up on sample feedback,1,9,005000000000000006,true,true,2026-08-15T12:59:00.000Z,Windows
a0B000000000000082,CALL-000082,001000000000000122,HCP,General Practice,MW-01,US,2026-08-27,2026-08-27T08:05:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Neurovia,Tertiary,Yes,Neurovia 10mg Sample,2,LOT-2025-03,Yes,None,0,,Follow up on sample feedback,1,35,005000000000000010,true,false,2026-08-27T08:05:00.000Z,iPad
a0B000000000000083,CALL-000083,001000000000000001,HCP,General Practice,MW-01,US,2026-07-10,2026-07-10T08:42:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Cardiozen,Primary,No,,,,No,None,0,,Schedule next detail,1,21,005000000000000001,true,false,2026-07-10T08:42:00.000Z,iPad
a0B000000000000084,CALL-000084,001000000000000002,Clinic,Oncology,APAC-JP-01,JP,2026-06-06,2026-06-06T12:42:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,No,,,,No,None,0,,Schedule next detail,1,17,005000000000000021,true,false,2026-06-06T12:42:00.000Z,iPad
a0B000000000000085,CALL-000085,001000000000000018,Pharmacy,Pulmonology,EU-DACH-01,DE,2026-06-06,2026-06-06T15:09:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,Yes,Dermiq 10mg Sample,3,LOT-2026-05,Yes,None,0,,Follow up on sample feedback,1,34,005000000000000007,true,false,2026-06-06T15:09:00.000Z,Browser
a0B000000000000086,CALL-000086,001000000000000180,Hospital,Pulmonology,W-02,US,2026-06-25,2026-06-25T08:01:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,Yes,Pulmora 10mg Sample,4,LOT-2026-10,Yes,None,0,,Follow up on sample feedback,1,37,005000000000000008,true,false,2026-06-25T08:01:00.000Z,Browser
a0B000000000000087,CALL-000087,001000000000000104,Hospital,Neurology,NE-01,US,2026-07-23,2026-07-23T16:43:00.000Z,Email,Email_vod,Submitted_vod,Dermiq,Primary,No,,,,No,None,0,,Schedule next detail,1,0,005000000000000040,true,false,2026-07-23T16:43:00.000Z,iPhone
a0B000000000000088,CALL-000088,001000000000000091,Pharmacy,Internal Medicine,SE-02,US,2026-06-11,2026-06-11T12:44:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Tertiary,No,,,,No,None,0,,Schedule next detail,1,11,005000000000000003,true,false,2026-06-11T12:44:00.000Z,Windows
a0B000000000000089,CALL-000089,001000000000000045,Hospital,Pulmonology,LATAM-BR-01,BR,2026-06-10,2026-06-10T09:15:00.000Z,Email,Email_vod,Submitted_vod,Dermiq,Secondary,No,,,,No,None,0,,Schedule next detail,1,0,005000000000000029,true,false,2026-06-10T09:15:00.000Z,iPad
a0B000000000000090,CALL-000090,001000000000000137,Hospital,Neurology,EU-DACH-01,DE,2026-07-28,2026-07-28T11:57:00.000Z,Detail Only,Face_to_Face_vod,Saved_vod,Dermiq,Primary,No,,,,No,None,0,,Schedule next detail,1,36,005000000000000008,true,true,2026-07-28T11:57:00.000Z,Windows
a0B000000000000091,CALL-000091,001000000000000046,HCP,Oncology,W-02,US,2026-06-30,2026-06-30T15:29:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,Yes,Pulmora 10mg Sample,3,LOT-2026-12,Yes,None,0,,Follow up on sample feedback,1,13,005000000000000019,true,false,2026-06-30T15:29:00.000Z,Windows
a0B000000000000092,CALL-000092,001000000000000094,HCP,Neurology,MW-01,US,2026-08-01,2026-08-01T08:56:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Dermiq,Primary,No,,,,No,Dermiq Launch Deck,6,Positive,Revisit key messages,8,34,005000000000000023,true,false,2026-08-01T08:56:00.000Z,Windows
a0B000000000000093,CALL-000093,001000000000000030,HCP,Cardiology,EU-DACH-01,DE,2026-08-19,2026-08-19T08:33:00.000Z,Sample Only,Face_to_Face_vod,Saved_vod,Pulmora,Tertiary,Yes,Pulmora 10mg Sample,3,LOT-2025-04,Yes,None,0,,Follow up on sample feedback,1,33,005000000000000025,true,true,2026-08-19T08:33:00.000Z,iPad
a0B000000000000094,CALL-000094,001000000000000129,Hospital,Internal Medicine,EU-DACH-01,DE,2026-07-16,2026-07-16T11:21:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Secondary,Yes,Oncaline 10mg Sample,2,LOT-2025-11,No,None,0,,Follow up on sample feedback,1,38,005000000000000010,true,false,2026-07-16T11:21:00.000Z,Windows
a0B000000000000095,CALL-000095,001000000000000076,HCP,Oncology,APAC-JP-01,JP,2026-06-13,2026-06-13T09:01:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,No,,,,No,None,0,,Schedule next detail,1,40,005000000000000033,true,false,2026-06-13T09:01:00.000Z,iPad
a0B000000000000096,CALL-000096,001000000000000180,HCP,Pulmonology,MW-01,US,2026-07-09,2026-07-09T09:16:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Primary,No,,,,No,Cardiozen Efficacy Deck,4,Positive,Revisit key messages,1,11,005000000000000028,true,false,2026-07-09T09:16:00.000Z,iPad
a0B000000000000097,CALL-000097,001000000000000059,Clinic,General Practice,W-02,US,2026-08-15,2026-08-15T16:22:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,Cardiozen Efficacy Deck,3,Neutral,Revisit key messages,9,42,005000000000000028,true,false,2026-08-15T16:22:00.000Z,iPad
a0B000000000000098,CALL-000098,001000000000000009,HCP,Oncology,MW-02,US,2026-07-08,2026-07-08T13:27:00.000Z,Sample Only,Face_to_Face_vod,Saved_vod,Oncaline,Primary,Yes,Oncaline 10mg Sample,1,LOT-2026-11,Yes,None,0,,Follow up on sample feedback,1,23,005000000000000001,true,true,2026-07-08T13:27:00.000Z,iPad
a0B000000000000099,CALL-000099,001000000000000126,Clinic,Pulmonology,APAC-AU-01,AU,2026-07-04,2026-07-04T09:41:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Cardiozen,Tertiary,No,,,,No,Cardiozen Dosing Guide,3,Neutral,Revisit key messages,1,43,005000000000000010,true,false,2026-07-04T09:41:00.000Z,Browser
a0B000000000000100,CALL-000100,001000000000000057,Clinic,Dermatology,APAC-JP-01,JP,2026-06-12,2026-06-12T16:40:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,No,,,,No,Dermiq Launch Deck,6,Positive,Revisit key messages,1,12,005000000000000035,true,false,2026-06-12T16:40:00.000Z,iPhone
a0B000000000000101,CALL-000101,001000000000000122,HCP,General Practice,NE-01,US,2026-08-19,2026-08-19T14:42:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,No,,,,No,None,0,,Schedule next detail,1,21,005000000000000030,true,false,2026-08-19T14:42:00.000Z,iPad
a0B000000000000102,CALL-000102,001000000000000135,HCP,Cardiology,EU-FR-01,FR,2026-06-02,2026-06-02T09:41:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,No,,,,No,None,0,,Schedule next detail,1,39,005000000000000029,true,false,2026-06-02T09:41:00.000Z,Browser
a0B000000000000103,CALL-000103,001000000000000130,Hospital,Internal Medicine,W-02,US,2026-07-10,2026-07-10T13:59:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Secondary,No,,,,No,None,0,,Schedule next detail,1,20,005000000000000031,true,false,2026-07-10T13:59:00.000Z,Windows
a0B000000000000104,CALL-000104,001000000000000128,Clinic,Neurology,SE-01,US,2026-06-04,2026-06-04T09:27:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,No,,,,No,Pulmora Patient Case,2,Not Captured,Revisit key messages,1,11,005000000000000024,true,false,2026-06-04T09:27:00.000Z,iPhone
a0B000000000000105,CALL-000105,001000000000000012,Clinic,Pulmonology,EU-FR-01,FR,2026-06-28,2026-06-28T13:07:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,Yes,Dermiq 10mg Sample,1,LOT-2026-07,Yes,None,0,,Follow up on sample feedback,1,17,005000000000000007,true,false,2026-06-28T13:07:00.000Z,Windows
a0B000000000000106,CALL-000106,001000000000000061,HCP,Pulmonology,EU-ES-01,ES,2026-07-02,2026-07-02T16:42:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Primary,No,,,,No,None,0,,Schedule next detail,1,37,005000000000000016,true,false,2026-07-02T16:42:00.000Z,iPad
a0B000000000000107,CALL-000107,001000000000000085,HCP,Pulmonology,LATAM-BR-01,BR,2026-07-08,2026-07-08T11:35:00.000Z,Detail with Sample,Face_to_Face_vod,Saved_vod,Dermiq,Primary,Yes,Dermiq 10mg Sample,4,LOT-2025-01,Yes,None,0,,Follow up on sample feedback,1,17,005000000000000026,true,true,2026-07-08T11:35:00.000Z,Windows
a0B000000000000108,CALL-000108,001000000000000145,Hospital,Neurology,APAC-AU-01,AU,2026-07-12,2026-07-12T13:56:00.000Z,Product Discussion,Face_to_Face_vod,Saved_vod,Oncaline,Secondary,No,,,,No,None,0,,Schedule next detail,1,31,005000000000000028,true,true,2026-07-12T13:56:00.000Z,iPad
a0B000000000000109,CALL-000109,001000000000000031,HCP,Pulmonology,EU-UK-01,GB,2026-07-30,2026-07-30T08:58:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Cardiozen,Primary,No,,,,No,None,0,,Schedule next detail,1,44,005000000000000011,true,false,2026-07-30T08:58:00.000Z,iPad
a0B000000000000110,CALL-000110,001000000000000141,Hospital,Cardiology,CA-ON-01,CA,2026-07-27,2026-07-27T10:47:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Cardiozen,Tertiary,Yes,Cardiozen 10mg Sample,1,LOT-2025-04,Yes,None,0,,Follow up on sample feedback,1,36,005000000000000010,true,false,2026-07-27T10:47:00.000Z,Browser
a0B000000000000111,CALL-000111,001000000000000132,Hospital,Oncology,LATAM-BR-01,BR,2026-07-31,2026-07-31T11:22:00.000Z,Product Discussion,Face_to_Face_vod,Planned_vod,Oncaline,Secondary,No,,,,No,Oncaline Phase III Data,3,Negative,Revisit key messages,1,32,005000000000000040,true,true,2026-07-31T11:22:00.000Z,iPad
a0B000000000000112,CALL-000112,001000000000000097,HCP,Oncology,APAC-JP-01,JP,2026-07-14,2026-07-14T12:30:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,Yes,Pulmora 10mg Sample,2,LOT-2026-10,No,None,0,,Follow up on sample feedback,1,12,005000000000000017,true,false,2026-07-14T12:30:00.000Z,iPad
a0B000000000000113,CALL-000113,001000000000000097,HCP,Dermatology,SE-01,US,2026-08-16,2026-08-16T15:42:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,Yes,Pulmora 10mg Sample,2,LOT-2025-01,Yes,None,0,,Follow up on sample feedback,1,44,005000000000000033,true,false,2026-08-16T15:42:00.000Z,iPad
a0B000000000000114,CALL-000114,001000000000000095,HCP,Oncology,EU-FR-01,FR,2026-07-31,2026-07-31T12:58:00.000Z,Remote Detail,Video_vod,Submitted_vod,Neurovia,Primary,No,,,,No,Neurovia MoA Video,5,Neutral,Revisit key messages,1,34,005000000000000011,true,false,2026-07-31T12:58:00.000Z,Windows
a0B000000000000115,CALL-000115,001000000000000125,Hospital,Pulmonology,NE-01,US,2026-07-03,2026-07-03T16:03:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,Yes,Cardiozen 10mg Sample,1,LOT-2026-10,Yes,None,0,,Follow up on sample feedback,2,22,005000000000000002,true,false,2026-07-03T16:03:00.000Z,Windows
a0B000000000000116,CALL-000116,001000000000000017,HCP,Cardiology,SE-02,US,2026-06-11,2026-06-11T11:10:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,None,0,,Schedule next detail,1,33,005000000000000006,true,false,2026-06-11T11:10:00.000Z,Windows
a0B000000000000117,CALL-000117,001000000000000115,Clinic,Pulmonology,EU-UK-01,GB,2026-06-28,2026-06-28T13:01:00.000Z,Remote Detail,Video_vod,Submitted_vod,Pulmora,Secondary,Yes,Pulmora 10mg Sample,4,LOT-2025-04,Yes,None,0,,Follow up on sample feedback,1,35,005000000000000040,true,false,2026-06-28T13:01:00.000Z,iPad
a0B000000000000118,CALL-000118,001000000000000071,Clinic,Internal Medicine,SE-02,US,2026-08-12,2026-08-12T14:41:00.000Z,Email,Email_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,None,0,,Schedule next detail,1,0,005000000000000039,true,false,2026-08-12T14:41:00.000Z,iPad
a0B000000000000119,CALL-000119,001000000000000040,Pharmacy,Internal Medicine,W-01,US,2026-08-14,2026-08-14T11:17:00.000Z,Email,Email_vod,Submitted_vod,Dermiq,Secondary,No,,,,No,None,0,,Schedule next detail,1,0,005000000000000038,true,false,2026-08-14T11:17:00.000Z,iPad
a0B000000000000120,CALL-000120,001000000000000026,Clinic,Oncology,EU-IT-01,IT,2026-08-05,2026-08-05T09:43:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Neurovia,Tertiary,Yes,Neurovia 10mg Sample,4,LOT-2026-11,No,None,0,,Follow up on sample feedback,1,17,005000000000000011,true,false,2026-08-05T09:43:00.000Z,iPad
a0B000000000000121,CALL-000121,001000000000000040,Clinic,Dermatology,LATAM-BR-01,BR,2026-08-29,2026-08-29T08:17:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Pulmora,Primary,Yes,Pulmora 10mg Sample,4,LOT-2025-09,Yes,None,0,,Follow up on sample feedback,1,15,005000000000000005,true,false,2026-08-29T08:17:00.000Z,Browser
a0B000000000000122,CALL-000122,001000000000000118,HCP,Internal Medicine,EU-DACH-01,DE,2026-08-16,2026-08-16T14:06:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,Yes,Pulmora 10mg Sample,2,LOT-2025-07,No,None,0,,Follow up on sample feedback,1,31,005000000000000023,true,false,2026-08-16T14:06:00.000Z,Windows
a0B000000000000123,CALL-000123,001000000000000157,HCP,General Practice,CA-ON-01,CA,2026-06-04,2026-06-04T15:49:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Secondary,No,,,,No,None,0,,Schedule next detail,1,13,005000000000000037,true,false,2026-06-04T15:49:00.000Z,Windows
a0B000000000000124,CALL-000124,001000000000000148,Pharmacy,Neurology,EU-UK-01,GB,2026-07-25,2026-07-25T14:16:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Cardiozen,Tertiary,Yes,Cardiozen 10mg Sample,1,LOT-2025-05,No,Cardiozen Efficacy Deck,2,Positive,Follow up on sample feedback,1,32,005000000000000002,true,false,2026-07-25T14:16:00.000Z,Browser
a0B000000000000125,CALL-000125,001000000000000177,HCP,Internal Medicine,EU-ES-01,ES,2026-06-08,2026-06-08T15:35:00.000Z,Remote Detail,Video_vod,Saved_vod,Cardiozen,Secondary,No,,,,No,None,0,,Schedule next detail,1,41,005000000000000014,true,true,2026-06-08T15:35:00.000Z,iPad
a0B000000000000126,CALL-000126,001000000000000080,HCP,Oncology,CA-ON-01,CA,2026-06-22,2026-06-22T11:36:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Secondary,Yes,Oncaline 10mg Sample,4,LOT-2025-03,Yes,None,0,,Follow up on sample feedback,1,42,005000000000000036,true,false,2026-06-22T11:36:00.000Z,Windows
a0B000000000000127,CALL-000127,001000000000000028,HCP,Internal Medicine,EU-IT-01,IT,2026-08-04,2026-08-04T13:25:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,No,,,,No,None,0,,Schedule next detail,1,41,005000000000000005,true,false,2026-08-04T13:25:00.000Z,iPad
a0B000000000000128,CALL-000128,001000000000000098,HCP,Cardiology,APAC-JP-01,JP,2026-08-24,2026-08-24T08:16:00.000Z,Product Discussion,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,No,,,,No,Cardiozen Efficacy Deck,3,Positive,Revisit key messages,1,28,005000000000000021,true,false,2026-08-24T08:16:00.000Z,iPad
a0B000000000000129,CALL-000129,001000000000000033,HCP,Oncology,CA-QC-01,CA,2026-06-26,2026-06-26T09:18:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Tertiary,No,,,,No,None,0,,Schedule next detail,1,30,005000000000000012,true,false,2026-06-26T09:18:00.000Z,Windows
a0B000000000000130,CALL-000130,001000000000000178,Clinic,Dermatology,CA-QC-01,CA,2026-07-31,2026-07-31T11:10:00.000Z,Phone Call,Phone_vod,Submitted_vod,Pulmora,Primary,No,,,,No,None,0,,Schedule next detail,1,13,005000000000000028,true,false,2026-07-31T11:10:00.000Z,iPad
a0B000000000000131,CALL-000131,001000000000000076,Clinic,Internal Medicine,EU-ES-01,ES,2026-08-02,2026-08-02T09:55:00.000Z,Remote Detail,Video_vod,Submitted_vod,Cardiozen,Tertiary,No,,,,No,None,0,,Schedule next detail,1,30,005000000000000035,true,false,2026-08-02T09:55:00.000Z,iPad
a0B000000000000132,CALL-000132,001000000000000080,Hospital,General Practice,SE-01,US,2026-07-25,2026-07-25T12:10:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Secondary,Yes,Oncaline 10mg Sample,2,LOT-2025-04,Yes,Oncaline Phase III Data,2,Not Captured,Follow up on sample feedback,1,33,005000000000000032,true,false,2026-07-25T12:10:00.000Z,Browser
a0B000000000000133,CALL-000133,001000000000000167,HCP,Dermatology,APAC-AU-01,AU,2026-06-19,2026-06-19T14:25:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,Yes,Dermiq 10mg Sample,1,LOT-2025-02,Yes,None,0,,Follow up on sample feedback,1,44,005000000000000026,true,false,2026-06-19T14:25:00.000Z,Browser
a0B000000000000134,CALL-000134,001000000000000065,HCP,Neurology,EU-DACH-01,DE,2026-07-02,2026-07-02T14:24:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Pulmora,Secondary,No,,,,No,Pulmora Patient Case,1,Positive,Revisit key messages,10,17,005000000000000010,true,false,2026-07-02T14:24:00.000Z,Windows
a0B000000000000135,CALL-000135,001000000000000072,HCP,Cardiology,EU-FR-01,FR,2026-08-12,2026-08-12T09:58:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,No,,,,No,Dermiq Launch Deck,5,Positive,Revisit key messages,9,19,005000000000000009,true,false,2026-08-12T09:58:00.000Z,iPad
a0B000000000000136,CALL-000136,001000000000000174,HCP,Dermatology,EU-DACH-01,DE,2026-08-11,2026-08-11T11:00:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Neurovia,Tertiary,Yes,Neurovia 10mg Sample,1,LOT-2025-09,No,None,0,,Follow up on sample feedback,1,23,005000000000000007,true,false,2026-08-11T11:00:00.000Z,Browser
a0B000000000000137,CALL-000137,001000000000000095,HCP,Dermatology,MW-01,US,2026-08-28,2026-08-28T12:48:00.000Z,Remote Detail,Video_vod,Saved_vod,Dermiq,Secondary,No,,,,No,None,0,,Schedule next detail,1,10,005000000000000025,true,true,2026-08-28T12:48:00.000Z,Windows
a0B000000000000138,CALL-000138,001000000000000127,Clinic,Pulmonology,EU-ES-01,ES,2026-08-10,2026-08-10T08:50:00.000Z,Detail Only,Face_to_Face_vod,Planned_vod,Pulmora,Tertiary,No,,,,No,None,0,,Schedule next detail,1,24,005000000000000034,true,true,2026-08-10T08:50:00.000Z,iPad
a0B000000000000139,CALL-000139,001000000000000161,HCP,Oncology,EU-UK-01,GB,2026-07-15,2026-07-15T10:52:00.000Z,Detail Only,Face_to_Face_vod,Saved_vod,Neurovia,Secondary,Yes,Neurovia 10mg Sample,1,LOT-2026-07,Yes,Neurovia Safety Profile,1,Negative,Follow up on sample feedback,1,20,005000000000000006,true,true,2026-07-15T10:52:00.000Z,iPhone
a0B000000000000140,CALL-000140,001000000000000139,HCP,Cardiology,LATAM-BR-01,BR,2026-06-07,2026-06-07T08:07:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Primary,Yes,Cardiozen 10mg Sample,3,LOT-2025-07,Yes,Cardiozen Efficacy Deck,4,Not Captured,Follow up on sample feedback,1,37,005000000000000001,true,false,2026-06-07T08:07:00.000Z,iPad
a0B000000000000141,CALL-000141,001000000000000036,Clinic,Neurology,CA-ON-01,CA,2026-07-19,2026-07-19T16:03:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,No,,,,No,None,0,,Schedule next detail,8,15,005000000000000022,true,false,2026-07-19T16:03:00.000Z,iPad
a0B000000000000142,CALL-000142,001000000000000071,Hospital,Pulmonology,MW-01,US,2026-07-13,2026-07-13T10:31:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Tertiary,No,,,,No,Cardiozen Dosing Guide,4,Positive,Revisit key messages,1,10,005000000000000036,true,false,2026-07-13T10:31:00.000Z,iPad
a0B000000000000143,CALL-000143,001000000000000008,Clinic,General Practice,EU-ES-01,ES,2026-08-23,2026-08-23T14:14:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Oncaline,Tertiary,Yes,Oncaline 10mg Sample,1,LOT-2025-10,Yes,None,0,,Follow up on sample feedback,1,33,005000000000000015,true,false,2026-08-23T14:14:00.000Z,Windows
a0B000000000000144,CALL-000144,001000000000000002,Pharmacy,Pulmonology,EU-FR-01,FR,2026-07-12,2026-07-12T11:46:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Oncaline,Primary,No,,,,No,Oncaline Phase III Data,3,Not Captured,Revisit key messages,1,27,005000000000000015,true,false,2026-07-12T11:46:00.000Z,Windows
a0B000000000000145,CALL-000145,001000000000000046,HCP,Cardiology,APAC-JP-01,JP,2026-08-27,2026-08-27T15:07:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Pulmora,Tertiary,Yes,Pulmora 10mg Sample,2,LOT-2025-06,Yes,None,0,,Follow up on sample feedback,1,33,005000000000000005,true,false,2026-08-27T15:07:00.000Z,iPad
a0B000000000000146,CALL-000146,001000000000000079,HCP,Cardiology,APAC-JP-01,JP,2026-07-29,2026-07-29T12:11:00.000Z,Detail Only,Face_to_Face_vod,Submitted_vod,Neurovia,Secondary,No,,,,No,None,0,,Schedule next detail,1,15,005000000000000023,true,false,2026-07-29T12:11:00.000Z,iPad
a0B000000000000147,CALL-000147,001000000000000016,HCP,Oncology,EU-FR-01,FR,2026-06-04,2026-06-04T11:05:00.000Z,Sample Only,Face_to_Face_vod,Submitted_vod,Cardiozen,Secondary,Yes,Cardiozen 10mg Sample,4,LOT-2025-11,No,None,0,,Follow up on sample feedback,1,31,005000000000000035,true,false,2026-06-04T11:05:00.000Z,iPad
a0B000000000000148,CALL-000148,001000000000000151,Clinic,Neurology,EU-UK-01,GB,2026-08-29,2026-08-29T16:39:00.000Z,Phone Call,Phone_vod,Planned_vod,Cardiozen,Secondary,No,,,,No,None,0,,Schedule next detail,1,9,005000000000000028,true,true,2026-08-29T16:39:00.000Z,iPad
a0B000000000000149,CALL-000149,001000000000000094,HCP,Internal Medicine,LATAM-BR-01,BR,2026-06-30,2026-06-30T10:18:00.000Z,Group Detail,Face_to_Face_vod,Submitted_vod,Dermiq,Tertiary,No,,,,No,Dermiq Launch Deck,6,Positive,Revisit key messages,8,11,005000000000000019,true,false,2026-06-30T10:18:00.000Z,iPad
a0B000000000000150,CALL-000150,001000000000000020,HCP,Cardiology,W-01,US,2026-07-09,2026-07-09T10:09:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Dermiq,Secondary,Yes,Dermiq 10mg Sample,4,LOT-2026-07,Yes,Dermiq Launch Deck,3,Positive,Follow up on sample feedback,1,15,005000000000000025,true,false,2026-07-09T10:09:00.000Z,iPad
a0B000000000000151,CALL-000151,001000000000000085,HCP,Neurology,APAC-JP-01,JP,2026-07-25,2026-07-25T10:25:00.000Z,Remote Detail,Video_vod,Submitted_vod,Pulmora,Tertiary,No,,,,No,Pulmora Patient Case,1,Positive,Revisit key messages,1,40,005000000000000031,true,false,2026-07-25T10:25:00.000Z,Browser
a0B000000000000152,CALL-000152,001000000000000068,HCP,Neurology,EU-FR-01,FR,2026-07-07,2026-07-07T14:22:00.000Z,Email,Email_vod,Submitted_vod,Oncaline,Secondary,No,,,,No,None,0,,Schedule next detail,1,0,005000000000000028,true,false,2026-07-07T14:22:00.000Z,Windows
a0B000000000000153,CALL-000153,001000000000000076,HCP,Neurology,NE-01,US,2026-08-02,2026-08-02T09:44:00.000Z,Email,Email_vod,Planned_vod,Dermiq,Tertiary,No,,,,No,None,0,,Schedule next detail,1,0,005000000000000029,true,true,2026-08-02T09:44:00.000Z,iPad
a0B000000000000154,CALL-000154,001000000000000032,HCP,Cardiology,APAC-JP-01,JP,2026-07-01,2026-07-01T08:59:00.000Z,Detail with Sample,Face_to_Face_vod,Submitted_vod,Oncaline,Tertiary,Yes,Oncaline 10mg Sample,1,LOT-2025-04,No,None,0,,Follow up on sample feedback,1,28,005000000000000037,true,false,2026-07-01T08:59:00.000Z,iPad
a0B000000000000155,CALL-000155,001000000000000130,HCP,Pulmonology,EU-DACH-01,DE,2026-07-25,2026-07-25T13:21:00.000Z,Detail Only,Face_to_Face_vod,Planned_vod,Cardiozen,Tertiary,No,,,,No,Cardiozen Dosing Guide,3,Neutral,Revisit key messages,1,13,005000000000000004,true,true,2026-07-25T13:21:00.000Z,iPad
